summary,date,chat_GPT_location,lat,lng,article_id,cd_district_name,hunger_bert,refugees_bert,humanitarian_bert,conflict_bert,Conflict,County level,Unity level,South Sudan / Liberation movement Conflict,Additional Notes,location_final
"The article discusses the renewed outbreak of violence in Bentiu and Rubkona towns in the Unity State of South Sudan, and the call by Secretary-General Ban Ki-moon for an immediate end to all hostilities and for both parties to participate constructively in the ongoing political negotiations in Addis Ababa.",2014-10-30,Bentiu,9.231487,29.8005027,12644,Rubkona,True,True,True,True,2,yes,no,yes,renewed outbreak of violence in Bentiu,Rubkona
"The article discusses the conflicting claims made by the South Sudanese army and the rebel military spokesperson about the control over Bentiu, a town in South Sudan. The SPLA spokesperson and the Unity state information minister deny the rebel claim of having full control over Bentiu. They stated that the government forces repulsed the rebels and are in full control of Bentiu. The rebel spokesman, on the other hand, claimed that their forces were in control of Bentiu. The US and United Nations condemned the latest rebel attacks in the oil-rich region, describing it as a violation of the cessation of hostilities agreement signed by the two rival factions.",2014-10-31,Bentiu,9.231487,29.8005027,12649,Rubkona,False,False,False,True,2,yes,no,yes,control over Bentiu,Rubkona
"The article discusses violent activities among internally displaced persons (IDPs) in South Sudan, particularly in camps manned by the United Nations Mission in South Sudan (UNMISS). High tensions are reported in various locations including Bentiu, Malakal, Jebel, Juba, Bor, Tongpiny, Wau, and Rubkona. The South Sudanese president, Salva Kiir, calls on IDPs to leave UNMISS and return to their residences while the rebel group accuses the government of inciting violence inside the camps. Over 100,000 IDPs, mostly women and children, have been sheltering in various UNMISS camps across the country due to the violent conflict that erupted in mid-December.",2014-11-05,Bentiu,9.231487,29.8005027,12659,Rubkona,True,True,True,True,2,yes,no,yes,violent activities among internally displaced persons in SS,Rubkona
"The article discusses clashes between rival South Sudanese forces in Bentiu and Rubkotna in Unity state, resulting in the death of one child and serious injuries of at least eight others. The conflict has caused nearly 100,000 South Sudanese to seek protection in UN camps since mid-December last year. The violence has sparked ethnic-related tensions and cases of sexual violence against women and girls. The ongoing peace talks in Ethiopia have not achieved a lasting political settlement to the crisis, with both sides accusing each other of violating a ceasefire deal signed in January.",2014-11-03,Bentiu,9.231487,29.8005027,12662,Rubkona,True,True,True,True,2,yes,no,yes,rival South Sudanese NORP forces in Bentiu and Rubkotna,Rubkona
"The article discusses the United Nations Security Council's condemnation of recent clashes between the Sudan People's Liberation Army (SPLA) and Opposition forces in Unity and Upper Nile states of South Sudan, violating cessation of hostilities agreements and worsening the already serious humanitarian crisis in the country. The conflict between President Salva Kiir and his former deputy, Riek Machar, has caused widespread violence and displacement of civilians, with nearly 100,000 fleeing to UN bases around the country. The Security Council expressed concern for the safety of internally displaced persons at the UN base in Bentiu and demanded an end to all violence, as well as justice for detained and kidnapped UN personnel.",2014-11-05,Unity state,8.9277211,29.7889248,12666,Koch,True,True,True,True,1,no,yes,no,recent clashes between the army and opposition forces,Unity state
"The article discusses the United Nations Security Council's condemnation of renewed deadly clashes in South Sudan, specifically in Bentiu, Rubkhona, Sobat River, and Juba. The Security Council threatens to impose sanctions on those seen as impeding the ongoing peace process and demands an immediate end to all violence, human rights violations, and abuses. The peace process is mediated by the Intergovernmental Authority on Development (IGAD), and the Security Council expresses steadfast support for the United Nations Mission in South Sudan (UNMISS) and its duty to protect civilians, facilitate humanitarian assistance, and monitor the cessation of hostilities agreement. The ongoing conflict has caused much displacement and suffering, with tens of thousands dead, and over 4 million at risk of hunger and disease.",2014-11-06,Bentiu,9.231487,29.8005027,12692,Rubkona,True,True,True,True,2,yes,no,yes,enewed deadly clashes in South Sudan,Rubkona
"The article discusses how Nuer communities sheltering in UN camps in South Sudan and neighbouring countries are planning to commemorate the deaths of their tribesmen killed after the outbreak of violence with a peaceful, countrywide protest on 15 December. More than 20,000 Nuer civilians are believed to have died in ethnic related killings after political dispute within the country's ruling party (SPLM) turned violent, reigniting tribal tensions. The conflict initially flared after Dinka soldiers in the presidential guards attempted to disarm their Nuer colleagues.",2014-12-03,Bentiu,9.231487,29.8005027,12846,Rubkona,True,True,True,True,2,yes,no,yes,tribesmen killed after the outbreak of violence ,Rubkona
"The article discusses a report issued by the Human Rights Division of the United Nations Mission in South Sudan (UNMISS), stating that at least 11 civilians were killed and several other serious rights abuses were committed during an attack by opposition forces on Bentiu, the capital of Unity state, in October this year. The report also alleges that women were abducted by opposition forces and subjected to conflict-related sexual violence.",2014-12-19,Bentiu,9.231487,29.8005027,12918,Rubkona,True,True,True,True,1,yes,no,yes,serious rights abuses were committed during an attack by opposition forces,Rubkona
"The article discusses a UN report which states that South Sudanese opposition forces committed war crimes by killing at least 11 civilians and raping others, as well as abducting and killing women and children, in Bentiu, Unity state in October 2015. The report also states that opposition forces committed gross human rights abuses and serious violations of international humanitarian law which may amount to war crimes in other parts of the country.",2014-12-19,Bentiu,9.231487,29.8005027,12936,Rubkona,True,True,True,True,2,yes,no,yes,opposition forces committed war crimes ,Rubkona
"The article discusses how at least 10 civilians were killed as they tried to flee from South Sudan to Sudan, with 5 men and 5 women being shot dead in Unity state's oil fields. Pro-government forces are blamed for the killings. Additionally, the article mentions that a protection of civilian site in Juba has been closed and the remaining internally displaced persons relocated to another site.",2014-12-29,Bentiu,9.231487,29.8005027,13002,Rubkona,True,True,True,True,2,yes,no,yes,civilians were killed as they tried to flee from SS,Rubkona
"The article discusses a report by UNMISS stating that 353 civilians were murdered and 250 wounded in attacks in Bentiu and Bor (located in Unity State and Jonglei State respectively) in April 2014, which involved the deliberate targeting of victims on the basis of their ethnicity, nationality, or perceived support for one of the parties to the conflict. The report also states that attacks took place against protected objects, which may amount to war crimes. No perpetrator has been held accountable by either the Government of South Sudan or the Sudan People's Liberation Movement/Army In Opposition for the large-scale killings described in the report.",2015-01-09,Bentiu,9.231487,29.8005027,13053,Rubkona,True,True,True,True,2,yes,no,yes,civilians were murdered ,Rubkona
"The article discusses a new UN report which documents killings of hundreds of civilians by South Sudan's armed opposition forces in the Unity state capital and Jonglei state capital of Bor, as well as deliberate targeting of victims on the basis of their ethnicity. The report also calls on all parties to the South Sudan crisis to immediately end all fighting, halt abuses and gross violations of human rights.",2015-01-08,Unity state capital,8.9277211,29.7889248,13072,Koch,True,True,True,True,2,no,yes,yes,killings of hundreds of civilians,Unity state
"The article discusses renewed clashes between the South Sudan army and its armed opposition in Unity, Jonglei, and Upper Nile states, resulting in the death of six rebels. The clashes occurred near Bentiu, the capital of Unity state, and Nasser in Upper Nile state. The South Sudan army accuses the opposition of violating the cessation of hostilities agreement and promises to defend the sovereignty of the country. Meanwhile, the opposition military spokesperson blamed pro-government militias for attacking their positions. Analysts warn that the clashes may intensify during the dry season, and peace talks have stalled over the role of the president and prime minister in the proposed transitional government.",2015-01-05,Unity state,8.9277211,29.7889248,13076,Koch,True,True,True,True,2,no,yes,no,death of six rebels,Unity state
"The article discusses the denial by former Unity state division fourth commander, Major General Koang Chuol Ranley, of a human rights report claiming opposition forces were responsible for a massacre in Bentiu, South Sudan. Ranley disputes the findings, saying those killed were Sudanese rebels fighting alongside government forces and accuses the UN and rights groups of relying on hearsay. The report also documents the killing of dozens of people outside Jonglei state capital of Bor. South Sudan has been volatile since a political dispute in mid-December 2013.",2015-01-11,Bentiu,9.231487,29.8005027,13107,Rubkona,True,True,True,True,2,yes,no,yes,opposition forces were responsible for a massacre in Bentiu ,Rubkona
"The article discusses the South Sudanese government's accusation that rebels have burned an oil facility in Unity state, as well as the rebels' recent offensive actions in Upper Nile and Unity states. The conflict in South Sudan has led to a decreased oil production and violated an agreement to protect oil facilities brokered by China. Peace talks have so far been unsuccessful in resolving the crisis, which has caused significant displacement and casualties.",2015-01-21,Unity state,8.9277211,29.7889248,13131,Koch,False,False,False,True,2,no,yes,yes,rebels have burned an oil facility in Unity ,Unity state
"The article discusses Juba's accusation that South Sudan's armed opposition burned down oil facilities in Unity state, which was refuted by the head of rebels' diplomatic office in Uganda. The conflict has disrupted South Sudan's oil production and violated an agreement to protect oil facilities brokered by China. Despite failed peace talks, three factions of South Sudan's ruling Sudan People's Liberation Movement signed an agreement seeking to reunify their leadership and membership for political reforms and national unity.",2015-01-24,Unity state,8.9277211,29.7889248,13225,Koch,False,False,False,True,2,no,yes,yes,conflict has disrupted SS's oil production,Unity state
"The article discusses the recent rebel attacks on towns in two oil-producing states, Bentiu and Upper Nile State, in South Sudan, which occurred despite the latest ceasefire agreement. The country is facing a humanitarian crisis, with 2.5 million people threatened by famine. The ongoing conflict between government troops supporting President Kiir and rebels supporting former Vice President Machar, aggravated by tribal divisions, has led to the deaths of at least 50,000 people since 2013. Both sides have violated the ceasefire, leading to sanctions imposed by the European Union and the United States.",2015-02-10,Bentiu,9.231487,29.8005027,13320,Rubkona,True,True,True,True,2,yes,no,yes,rebel attacks on towns in two oil-producing states,Rubkona
"The article discusses the escalation of fighting in South Sudan's Unity State, which has forced up to 100,000 people to flee their homes. Aid agencies Doctors Without Borders and the International Committee of the Red Cross have evacuated their staff from part of Unity State due to fears of clashes. The violence in South Sudan has been marked by attacks on civilians, medical facilities, and ethnic massacres.",2015-05-09,Unity State,8.9277211,29.7889248,13512,Koch,True,True,True,True,2,no,yes,yes,escalation of fighting in SS's Unity State,Unity state
"The article discusses the ongoing conflict in South Sudan, particularly the fighting between the Government of South Sudan and the SPLM (in opposition) in the greater Upper Nile region. The fighting has forced up to 100,000 people out of their homes since May 2015, in addition to the 1.5 million who have already been uprooted. More than 2.5 million others are at risk of hunger and disease. The African Union is calling for renewed efforts to end the conflict and is working with IGAD to find a peaceful solution.",2015-05-02,Bentiu,9.231487,29.8005027,13547,Rubkona,True,True,True,True,2,yes,no,yes,fighting between the Government of SS and the SPLM ,Rubkona
"The article discusses the violent conflict in Unity state, South Sudan, where government forces are burning villages and committing human rights abuses against civilians, including sexual violence and looting. The UN and aid workers have expressed concerns for the safety and well-being of civilians in the area, many of whom have been left without access to lifesaving assistance due to the evacuation of aid workers. Both sides have been condemned for their abusive conduct, including the use of child soldiers, and the article calls for the UN Security Council to impose sanctions and take steps to ensure accountability for war crimes and crimes against humanity. The article also suggests the establishment of a well-funded hybrid court or a referral to the International Criminal Court for investigation.",2015-05-12,Unity state,8.9277211,29.7889248,13551,Koch,True,True,True,True,2,no,yes,yes,violent conflict in Unity ,Unity state
"The article discusses the deteriorating security situation in South Sudan, particularly in Unity state where there are reports of Sudan People's Liberation Army (SPLA) advances and fighting as they push into southern areas of the oil-rich region towards Koch, Leer and Adok. Over 2 million people remain displaced, with serious food insecurity and human rights violations persisting. The situation will continue to decline if conflict continues and external aid is not forthcoming.",2015-05-14,Unity state,8.9277211,29.7889248,13558,Koch,True,True,True,True,1,no,yes,yes,food insecurity and human rights violations persisting,Unity state
"The article discusses the ongoing conflict and humanitarian crisis in South Sudan, particularly in the greater Upper Nile region, where sustained fighting between the South Sudanese government and the SPLM (in opposition) has forced up to 100,000 people to flee their homes. Over 1.5 million people have already been uprooted and more than 2.5 million others are at risk of hunger and disease. The African Union expresses its dismay at the situation and calls on the South Sudanese parties to agree on a political framework to end the fighting and suffering of their people. The AU intends to expedite the operationalization of an ad hoc Committee of Heads of State and Government to enhance Africa's support to the peace process, and urges for the effective implementation of sanctions against those undermining peace efforts.",2015-05-12,Bentiu,9.231487,29.8005027,13560,Rubkona,True,True,True,True,2,yes,no,yes,fighting between the Government of SS and the SPLM ,Rubkona
"The article discusses the United Nations Security Council's condemnation of the ongoing large-scale violence in South Sudan's Unity state and the attack by armed opposition forces in Malakal, Upper Nile State. The conflict has led to the displacement of over 100,000 civilians and has denied access to aid for another 300,000 civilians. The Security Council called on all parties to engage in meaningful peace talks and allow unhindered access for humanitarian personnel. The Council also demanded an end to all human rights violations and abuses and reiterated their willingness to impose sanctions on those who threaten peace and security. The UN says over 2 million people have been displaced, with 2.5 million people facing severe food insecurity.",2015-05-19,Unity state,8.9277211,29.7889248,13561,Koch,True,True,True,True,2,no,yes,yes,ongoing large-scale violence in SS,Unity state
"The article discusses the escalation of fighting in South Sudan's Unity State resulting in 'alarming gross violations' of international human rights and humanitarian law. The conflict has created 1.95 million internally displaced persons and 293,000 refugees according to the UN estimates. UN human rights monitors have been denied access to various sites in the State where there have been reports of widespread killings, rapes, abductions and the burning and destruction of towns and villages. The UN High Commissioner for Human Rights Zeid Ra'ad Al Hussein called for immediate action to prevent harm to civilians and infrastructure.",2015-05-22,Unity state,8.9277211,29.7889248,13563,Koch,True,True,True,True,2,no,yes,yes,alarming gross violations' of international human rights,Unity state
"The article discusses the call made by China to both warring sides in South Sudan to stop military confrontations and protect oil infrastructure. Violent clashes have recently escalated in South Sudan's oil-rich Unity and Upper Nile states, leaving over 650,000 civilians without access to aid and thousands of homes burned in Unity State. The clashes have also forced around 1.9 million people to flee their homes since December 2013 when turmoil began. The conflict in South Sudan cannot be resolved through military solutions, and China urged the two sides to make political decisions and reach reconciliation to ensure regional peace and stability.",2015-05-26,Unity State,8.9277211,29.7889248,13564,Koch,False,False,False,True,2,no,yes,yes,violent clashes have recently escalated in SS,Unity state
"The article discusses the United Nations Special Representative for South Sudan calling for accountability and justice for human rights violations committed during the continuing fighting in South Sudan. The protection-of-civilians site in Bentiu, located in the Unity state, has been recently enlarged to accommodate the growing influx of displaced persons. More than 60,000 internally displaced persons sought shelter at the UNMISS camp in Bentiu, and nearly 25,000 at the UNMISS camp in Malakal. The ongoing military offensive in Unity state has aggressively targeted civilians and destroyed countless homes. The UN urges for unimpeded access to areas where violence has occurred to hold accountable those who committed atrocities against civilians.",2015-05-24,Bentiu,9.231487,29.8005027,13568,Rubkona,True,True,True,True,2,yes,no,yes,The UNSR is being discussed for South Sudan calling for accountability and injustice fo rhuman rights violations comitted during the fighting.,Rubkona
"The article discusses renewed military attacks by South Sudan's government forces on rebels in parts of Unity State, resulting in tens of thousands of civilians being displaced and an unknown number killed. Many survivors report gross violations of international humanitarian law, including burning homes with people inside, rape, and murder. The UN estimates that at least 100,000 civilians have been displaced and over 300,000 affected by the fighting. The influx of new arrivals in the already congested Bentiu 'protection of civilians' (POC) camp puts pressure on limited resources like water and medical aid, and there are reports of armed incursions by the SPLA resulting in deaths and injuries. The violence exacerbates a crisis that has already displaced 2 million people and killed at least 50,000. Human rights monitors have been unable to verify the atrocities due to lack of access, and South Sudan denies perpetrating violence against civilians in the area. ",2015-05-26,Bentiu,9.231487,29.8005027,13575,Rubkona,True,True,True,True,2,yes,no,yes,Discusses military attacks by South Sudans government forces on Rebels.,Rubkona
"The article discusses the ongoing violence in South Sudan, including the renewed Government-led offensive in Unity state and a recent large-scale attack by opposition forces on the town of Malakal, resulting in the displacement of over 100,000 civilians, the suspension of aid activity, and a dire humanitarian crisis. The Security Council has condemned both the Government and opposition forces and threatens to impose sanctions. UNMISS expresses deep concern and strongly condemns the fighting and violations of the ceasefire agreement. Relief workers report targeted rape and killing of civilians, including children, leaving over 650,000 without aid. UN agencies and partners are assessing the humanitarian situation in Malakal and Leer hospital is again under threat of destruction.",2015-05-18,Unity state,8.9277211,29.7889248,13577,Koch,True,True,True,True,2,no,yes,yes,Dicusses the ongoing violence in South Sudan and its recent attacks.,Unity state
"The article discusses a surge in military activity in South Sudan where Amnesty International researchers documented violations including civilian killings, abduction and sexual violence in several locations such as Bentiu, Unity state, Rubkona, Guit, Koch, Leer, and Mayom. Thousands of people have fled to the UN base in Bentiu to escape intensified fighting between the Sudan Peoples' Liberation Movement/Army-In Opposition and government forces and allied youth and militia groups. The UN Office for the Coordination of Humanitarian Affairs (OCHA) says some 100,000 people have been displaced by the recent fighting in Unity state. Amnesty International is calling for a comprehensive arms embargo against all parties to the conflict, asset freezes, and travel bans against violators, a paper outlining options for accountability, and the reversal of the decision to shelve the report of the Commission of Inquiry on South Sudan pending the finalisation of a peace agreement.",2015-05-21,Bentiu,9.231487,29.8005027,13579,Rubkona,True,True,True,True,2,yes,no,yes,Discusses the increase in military activity in South Sudan with a lot of people fleeing.,Rubkona
"The article discusses the ongoing conflict and humanitarian crisis in South Sudan, where more than 1.5 million people are internally displaced and in desperate need of aid. The Episcopal Church in South Sudan and its global partners, including Anglican agencies and affiliated groups, are working to provide immediate relief and to promote peace and reconciliation. SUDRA, the relief and development arm of the Episcopal Church of South Sudan and Sudan, is providing emergency food and other essentials to vulnerable populations. The Anglican Alliance is supporting SUDRA as the lead agency and primary partner for the coordinated response to the crisis. Episcopal Relief & Development is also working with SUDRA on disaster risk preparedness and response. The article emphasizes the importance of global partnerships to address the ongoing crisis and support the work of the Episcopal Church of South Sudan and Sudan.",2015-05-18,Unity State,8.9277211,29.7889248,13585,Koch,True,True,True,True,1,no,yes,yes,Ongoing conflict and humanitarian crisis in South Sudan. Peopel are in need of aid.,Unity state
"The article discusses the deep concern of the Minister for Africa over the intensification of fighting in South Sudan, including breaches of the Cessation of Hostilities Agreement and reports of targeting civilians with sexual violence, burning homes, and looting livestock on a large scale. The Minister urges both sides to ensure humanitarian actors and UN personnel have full access and calls on South Sudan's leaders to immediately end all hostilities and redouble their efforts to secure peace for the people of South Sudan. The statement was made in New York and was issued by the UK Foreign & Commonwealth Office.",2015-05-13,Unity State,8.9277211,29.7889248,13587,Koch,True,True,True,True,1,no,yes,yes,Minister of Africa is concerned about the fighting in South Sudan,Unity state
"The article discusses the intensified armed conflict in Unity State of South Sudan, which has led to a serious breach of the Cessation of Hostilities Agreement and forced thousands of civilians to flee their homes. The European Union's HRVP Mogherini and Commissioner Stylianides express concern about the humanitarian consequences of the fighting and call for all parties to respect the agreement and protect civilians. They stress that only a political solution can bring an end to the suffering of the people of South Sudan and allow the country to resume its development.",2015-05-11,Unity State,8.9277211,29.7889248,13594,Koch,True,True,True,True,2,no,yes,yes,Discusses the intensified armed conflict in Unity State of South Sudan.,Unity state
"The article discusses the abductions, rapes, and killings of children, including those as young as seven years old, in South Unity state, South Sudan, believed to be carried out by armed groups aligned with the country's military. Dozens of children were killed, at least 12 were raped, and others were abducted and recruited over a two-week period. Witnesses reported that whole villages were burned down while girls and women were taken outside to be raped and killed, and many children were mutilated or forced to join in the fighting and take care of stolen cattle. The South Sudan military launched an offensive against anti-government forces, raising concerns over fighting in South Unity state's capital, Bentiu, and Upper Nile state, while health workers have fled with their patients into swamps in the opposition stronghold of Leer. Tens of thousands of people forced to flee will suffer from a lack of food and healthcare while on the run, according to the International Committee of the Red Cross.",2015-05-19,South Unity state,8.9277211,29.7889248,13595,Koch,True,True,True,True,1,no,yes,yes,People are getting raped by armed groups aligned with the country's military,Unity state
"The article discusses the worsening conflict in South Sudan, particularly the new military offensive in Unity State, which is causing thousands of civilians to flee their homes. The High Representative/Vice-President Federica Mogherini and the Commissioner for Humanitarian Aid and Crisis Management Christos Stylianides urge all parties to respect the Cessation of Hostilities Agreement and protect civilians, and emphasize the need for political leaders to reach a negotiated solution to end the suffering of the people of South Sudan.",2015-05-11,Unity State,8.9277211,29.7889248,13596,Koch,True,True,True,True,1,no,yes,yes,People have to flee their homes because the situation is worsening,Unity state
"The article discusses the renewed conflict and abuses currently occurring in South Sudan, with government forces making gains in Unity State while being accused of committing terrifying crimes against civilians. Riek Machar's rebels, together with Johnson Olony's Shilluk militia, have launched an assault targeting the Upper Nile oilfields. The article also examines the history of rebel movements in the region, and the unlikely prospects of a military victory for either side. The Shilluk militia is seen as a third force in the fracturing conflict, fighting at times against the government and rebels. There is no sign of new negotiations since the collapse of previous talks.",2015-05-26,Unity State,8.9277211,29.7889248,13605,Koch,True,True,True,True,2,no,yes,yes,Discusses renewed conflict in South Sudan,Unity state
"The article discusses a letter written by various human rights organizations urging the UN Human Rights Council to address violations of human rights and international humanitarian law, as well as the lack of accountability for war crimes and crimes against humanity in South Sudan. The letter highlights ongoing violence and displacement, as well as the detention of civilians and the harassment of human rights defenders and journalists. The organizations call for condemnation of the violations, the establishment of a Special Rapporteur on South Sudan, and the release of the final report of the African Union Commission of Inquiry on South Sudan, among other things.",2015-06-10,Unity State,8.9277211,29.7889248,13628,Koch,True,True,True,True,2,no,yes,no,Discusses crime in South Sudan,Unity state
"The article discusses the ongoing conflict and violence in South Sudan, which has led to the displacement of thousands of people and food insecurity for a large portion of the population. The struggle for political power between President Kiir and rebel leader Machar has led to a civil war, with the government forces currently maintaining the upper hand. The conflict has also impacted South Sudan's economy, particularly its oil sector, as oil is a crucial source of revenue for the country. Despite peace talks and ceasefire agreements, there seems to be little prospect of peace in the near future.",2015-05-29,Bentiu,9.231487,29.8005027,13632,Rubkona,True,True,True,True,1,yes,no,no,Food insecurity,Rubkona
"The article discusses the ongoing conflict in South Sudan that started in 2013, leading to severe food insecurity and displacement of civilians. Widespread burning, destruction, and looting of property have added to the existing humanitarian crisis. The conflict has further resulted in the recruitment of about 13,000 children under 15 years of age by both government and opposition forces. Aid organisations are facing increased difficulty in accessing those most in need and medical facilities in certain states have been attacked and destroyed. The article ends with the UN security council imposing sanctions on South Sudan in response to the failed peace talks in March 2015.",2015-05-28,Unity State,8.9277211,29.7889248,13669,Koch,True,True,True,True,2,no,yes,yes,Ongoing conflict since 2013,Unity state
"The article discusses the delivery of life-saving supplies to uprooted people in South Sudan, particularly in Unity State. A pledging conference for the conflict-hit country has been scheduled, and aid agencies are appealing for $1.63 billion. The number of South Sudanese going hungry has almost doubled since the start of the year, and some 4.6 million people, including nearly a million children under five, are affected. The survival kits delivered include mosquito nets, fishing supplies, water purification tablets, and nutritional biscuits for children. The violence in the greater Upper Nile region has forced some 150,000 people to flee to hard-to-reach areas, and more than 2 million people have been uprooted since fighting erupted 18 months ago.",2015-06-16,Unity State,8.9277211,29.7889248,13703,Koch,True,True,True,True,1,no,yes,yes,Delivery of life saving supplies in South Sudan,Unity state
"The article discusses the UN accusing South Sudan's army of raping, killing and burning girls alive inside their homes during its recent campaign in Unity state against opposition fighters in April, resulting in the displacement of almost 2 million people.",2015-06-30,Unity state,8.9277211,29.7889248,13751,Koch,True,True,True,True,1,no,yes,yes,South Sudan army being accused of rape and killing girls,Unity state
"The article discusses a new report released by the United Nations mission in South Sudan, which suggests that the Sudan People's Liberation Army (SPLA) and associated armed groups carried out a campaign of violence against the population of South Sudan's Unity state, including widespread human rights abuses such as the alleged raping and immolation of women and girls. The report is based on the testimony of 115 victims and eyewitnesses from the Unity state counties of Rubkona, Guit, Koch, Leer and Mayom, where SPLA fighters reportedly killed civilians, looted and destroyed villages and displaced over 100,000 people. The South Sudanese authorities have dismissed any allegations of wrongdoing and have reportedly welcomed the investigations.",2015-06-30,Rubkona,9.2801507,29.7802409,13798,Rubkona,False,True,True,True,1,yes,no,yes,Report of an accusation of violence by the army against South Sudan population,Rubkona
"The article discusses how South Sudanese government forces attacked and killed scores of civilians, carried out public gang rapes and burned people alive during a campaign in April against rebel forces in oil-producing Unity State. The attacks on civilians and the widespread burning and pillaging of property in the recent offensive amount to war crimes, while the killings and rapes may also constitute crimes against humanity, according to Human Rights Watch (HRW).",2015-07-22,Unity State,8.9277211,29.7889248,13821,Koch,True,True,True,True,2,no,yes,yes,South Sudan government forces raped rebel forces,Unity state
"The article discusses the findings of Human Rights Watch's report on the military offensive in Unity State, South Sudan between April and June 2015, which resulted in scores of killings, rapes, and burning and pillage of civilian property. The attacks on civilians and their property constitute war crimes, and the killings and rapes may also be crimes against humanity. The report is based on over 170 interviews with survivors and witnesses. The conflict in South Sudan has been characterized by widespread killings of civilians based on ethnicity or perceived allegiances, and has displaced two million people. The United Nations estimates that the Unity State offensive displaced at least 100,000 people. The article also calls for the UN Security Council to expand targeted individual sanctions on those responsible for serious crimes, impose an arms embargo on the parties to the conflict, and promote increased accountability through the establishment of a hybrid court or investigation by the International Criminal Court.",2015-07-22,Unity State,8.9277211,29.7889248,13837,Koch,True,True,True,True,2,no,yes,yes,Human rights report on military offensive in Unity State,Unity state
"The article discusses the horrific levels of violence in South Sudan's civil war, specifically in Unity State where government forces, together with Bul Nuer militia, carried out an aggressive offensive between April and June. The troops killed civilians, torched homes, and beat, raped, and abducted women. At least 100,000 people have been displaced and untold numbers are left suffering. The report documents cases of destruction of villages, killings, and sexual violence. Women and children were often the only ones left in villages, while men fled with their cattle to avoid execution. The victims of the attacks are now found in UN camps or in the wild, swampy areas that are traditional places of refuge. The UN is providing food and shelter to the best of its ability, but more psychosocial and medical care is needed. The attacks are also causing a potential famine in South Sudan, with food insecurity in Unity State and a warning against a famine in some areas.",2015-07-21,Unity State,8.9277211,29.7889248,13846,Koch,True,True,True,True,2,no,yes,yes,Horrific levels of violence in civil war,Unity state
"The article discusses how South Sudanese government forces and allied fighters carried out war crimes, including killings, rapes, and burning and pillaging of civilian property, in an offensive to recapture the oil-rich Unity State from rebel forces. Human Rights Watch documented about 60 unlawful killings and 63 cases of rape, and called for targeted sanctions and establishment of a hybrid court to investigate and prosecute the crimes. The conflict in South Sudan, which began in 2013, has caused the displacement of two million people and has been characterised by widespread killings of civilians based on ethnicity or allegiances. ",2015-07-22,Unity State,8.9277211,29.7889248,13850,Koch,True,True,True,True,2,no,yes,yes,South Sudan party carrying out war crimes again,Unity state
"The article discusses human rights violations committed by the South Sudanese army and allied militia in Unity State, including 60 unlawful killings of civilians and 63 cases of rape. These crimes took place during a government offensive to recapture rebel-held areas in April and June. The UN and other organizations have also reported widespread atrocities during South Sudan's 18-month military power struggle between President Salva Kiir and his former deputy Riek Machar, which has killed tens of thousands and displaced about two million people.",2015-07-22,Unity State,8.9277211,29.7889248,13853,Koch,True,True,True,True,1,no,yes,yes,Human rights violation by South Sudanese army,Unity state
"The article discusses brutal violence carried out by South Sudan's government forces and armed groups in rebel-held parts of Unity State, including killings, rapes, burning of civilians, and displacement of tens of thousands of people. Human Rights Watch accuses the government troops of committing war crimes and possibly crimes against humanity during its offensive.",2015-07-22,Unity State,8.9277211,29.7889248,13873,Koch,True,True,True,True,2,no,yes,yes,Brutal violence,Unity state
"The article discusses the ongoing civil war in South Sudan and the atrocities committed by both the government and rebel forces, including extrajudicial killings, mass rape, torture, and forced displacement. The African Union established a commission of inquiry to investigate human rights violations, but the report has not been made public and no action has been taken to implement its recommendations for accountability. The author emphasizes the need for justice in order to end the cycle of impunity and protect the South Sudanese people from genocide and crimes against humanity.",2015-08-08,Unity State,8.9277211,29.7889248,13884,Koch,True,True,True,True,2,no,yes,yes,"Ongoing war, mass rape and torture",Unity state
"The article discusses the worsening humanitarian crisis in South Sudan, with hundreds of thousands of people being displaced within Unity state and Upper Nile state becoming the worst place to live. The signed truce between the government and rebels is at risk due to continuous attacks on rebel-held areas. Both sides accuse each other of violating the ceasefire, making citizens and experts question their commitment to peace. The conflict began in 2013 and has displaced about two million people and killed thousands.",2015-08-31,Unity state,8.9277211,29.7889248,14019,Koch,True,True,True,True,1,no,yes,yes,Worsening conditions in unity,Unity state
"The article discusses the renewed fighting between the South Sudanese army and rebels in Unity State, two days after President Salva Kiir signed a peace deal that aims to end a 20-month military conflict. The cause of the fighting is unclear and both sides are blaming each other. The UN Security Council has issued a statement welcoming the peace agreement but also warned of possible sanctions if the pact is not fully implemented. The conflict has displaced millions of people and caused a humanitarian crisis in South Sudan.",2015-08-29,Unity State,8.9277211,29.7889248,14039,Koch,True,True,True,True,2,no,yes,yes,Discusses the fighting between army and rebels,Unity state
"The article discusses the delivery of aid to communities in Koch county and Bauw village in the swamps of Unity state, South Sudan, who have been cut off by violence and risk famine. Tens of thousands have been killed in South Sudan's civil war, largely between the Dinka and Nuer ethnic groups, and more than two million have been displaced. The aid workers found cases of malaria, acute respiratory illnesses, and diarrhoea among locals, but only one percent of children under five screened suffered severe acute malnutrition.",2015-10-04,Koch county,8.6847275,29.8815203,14183,Koch,True,True,True,True,1,no,yes,yes,Aid to villages that have been cut off due to violence and risk famine,Unity state
